date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:55:01	2687/2687	---MCZ	200	added ('OK')	text/html	etag:W/%2264919f86-a7f%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-error.html	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-error.html	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:02	6070/6070	---MCZ	200	added ('OK')	text/html	etag:W/%2264919f86-17b6%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-login.html	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-login.html	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:02	5639/5639	---MCZ	200	added ('OK')	text/html	etag:W/%2264919f86-1607%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-login2.html	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-login2.html	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:02	5742/5742	---MCZ	200	added ('OK')	text/html	etag:W/%2264919f86-166e%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-register.html	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-register.html	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:02	5327/5327	---MCZ	200	added ('OK')	text/html	etag:W/%2264919f86-14cf%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-register2.html	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-register2.html	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:03	3950/3950	---MCZ	200	added ('OK')	text/html	etag:W/%2264919f86-f6e%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-forgot-password.html	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-forgot-password.html	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:03	3499/3499	---MCZ	200	added ('OK')	text/html	etag:W/%2264919f86-dab%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-forgot-password2.html	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-forgot-password2.html	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:03	4561/4561	---MCZ	200	added ('OK')	text/html	etag:W/%2264919f86-11d1%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-two-steps.html	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-two-steps.html	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:03	4103/4103	---MCZ	200	added ('OK')	text/html	etag:W/%2264919f86-1007%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-two-steps2.html	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-two-steps2.html	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:04	2706/2706	---MCZ	200	added ('OK')	text/html	etag:W/%2264919f86-a92%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-maintenance.html	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/authentication-maintenance.html	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:04	15492/15492	---M--	200	added ('OK')	image/png	etag:%2263eddc3a-3c84%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/backgrounds/rocket.png	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/backgrounds/rocket.png	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:06	30954/30954	---M--	200	added ('OK')	image/jpeg	etag:%2263eddc3a-78ea%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/profile/user-1.jpg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/profile/user-1.jpg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:06	29517/29517	---M--	200	added ('OK')	image/jpeg	etag:%2263eddc3a-734d%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/profile/user-2.jpg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/profile/user-2.jpg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:07	27733/27733	---M--	200	added ('OK')	image/jpeg	etag:%2263eddc3a-6c55%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/profile/user-3.jpg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/profile/user-3.jpg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:07	24339/24339	---M--	200	added ('OK')	image/jpeg	etag:%2263eddc3a-5f13%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/profile/user-4.jpg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/profile/user-4.jpg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:07	26108/26108	---M--	200	added ('OK')	image/jpeg	etag:%2263eddc3a-65fc%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/profile/user-5.jpg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/profile/user-5.jpg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:08	16117/16117	---M--	200	added ('OK')	image/png	etag:%2263eddc3a-3ef5%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/backgrounds/unlimited-bg.png	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/backgrounds/unlimited-bg.png	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:08	8686/8686	---M--	200	added ('OK')	image/jpeg	etag:%2263eddc3a-21ee%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/products/product-1.jpg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/products/product-1.jpg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:09	6884/6884	---M--	200	added ('OK')	image/jpeg	etag:%2263eddc3a-1ae4%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/products/product-2.jpg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/products/product-2.jpg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:09	50607/50607	---M--	200	added ('OK')	image/png	etag:%2263eddc3a-c5af%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/backgrounds/piggy.png	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/backgrounds/piggy.png	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:09	8383/8383	---M--	200	added ('OK')	image/jpeg	etag:%2263eddc3a-20bf%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/products/product-3.jpg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/images/products/product-3.jpg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:11	783479/783479	---MCZ	200	added ('OK')	text/css	etag:W/%2264919f86-bf477%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-aqua.min.css	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-aqua.min.css	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:11	783504/783504	---MCZ	200	added ('OK')	text/css	etag:W/%2264919f86-bf490%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-purple.min.css	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-purple.min.css	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:11	805082/805082	---MCZ	200	added ('OK')	text/css	etag:W/%2264919f86-c48da%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-dark.min.css	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-dark.min.css	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:18	783512/783512	---MCZ	200	added ('OK')	text/css	etag:W/%2264919f86-bf498%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-orange.min.css	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-orange.min.css	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:18	783486/783486	---MCZ	200	added ('OK')	text/css	etag:W/%2264919f86-bf47e%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-cyan.min.css	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-cyan.min.css	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:19	783500/783500	---MCZ	200	added ('OK')	text/css	etag:W/%2264919f86-bf48c%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-green.min.css	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style-green.min.css	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:19	88151/88151	---MCZ	200	added ('OK')	application/javascript	etag:W/%226400977d-15857%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/jquery/dist/jquery.min.js	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/jquery/dist/jquery.min.js	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:19	59030/59030	---MCZ	200	added ('OK')	application/javascript	etag:W/%22643e8ff1-e696%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/simplebar/dist/simplebar.min.js	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/simplebar/dist/simplebar.min.js	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:19	80421/80421	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264905785-13a25%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/bootstrap/dist/js/bootstrap.bundle.min.js	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/bootstrap/dist/js/bootstrap.bundle.min.js	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:19	5524/5524	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264097eeb-1594%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/app.min.js	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/app.min.js	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:19	291/291	---MCZ	200	added ('OK')	application/javascript	etag:W/%22643e8ff1-123%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/app.init.js	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/app.init.js	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:19	3054/3054	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263eddc3a-bee%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/app-style-switcher.js	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/app-style-switcher.js	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:20	1763/1763	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263eddc3a-6e3%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/sidebarmenu.js	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/sidebarmenu.js	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:20	4120/4120	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264905785-1018%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/custom.js	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/custom.js	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:20	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%226400977d-ad36%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/owl.carousel/dist/owl.carousel.min.js	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/owl.carousel/dist/owl.carousel.min.js	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:21	9081/9081	---MCZ	200	added ('OK')	application/javascript	etag:W/%226400977d-2379%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/dashboard.js	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/js/dashboard.js	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:21	4976/4976	---M--	200	added ('OK')	image/png	etag:%226400977d-1370%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/owl.carousel/dist/assets/owl.video.play.png	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/owl.carousel/dist/assets/owl.video.play.png	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/owl.carousel/dist/assets/owl.carousel.min.css)
08:55:21	491881/491881	---MCZ	200	added ('OK')	application/javascript	etag:W/%22643e8ff1-78169%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/apexcharts/dist/apexcharts.min.js	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/libs/apexcharts/dist/apexcharts.min.js	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/html/main/)
08:55:22	49976/49976	---M--	200	added ('OK')	font/woff2	etag:%2263eddc39-c338%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/crypto-icons/cryptocoins.woff2	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/crypto-icons/cryptocoins.woff2	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:22	58768/58768	---M--	200	added ('OK')	font/woff	etag:%2263eddc39-e590%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/crypto-icons/cryptocoins.woff	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/crypto-icons/cryptocoins.woff	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:22	96448/96448	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2263eddc39-178c0%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/crypto-icons/cryptocoins.ttf	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/crypto-icons/cryptocoins.ttf	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:27	653424/653424	---M--	200	added ('OK')	font/woff2	etag:%2264198bac-9f870%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/tabler-icons/fonts/tabler-icons.woff2?v2.11.0	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/tabler-icons/fonts/tabler-icons2d35.woff2	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:30	906640/906640	---M--	200	added ('OK')	font/woff	etag:%2264198bac-dd590%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/tabler-icons/fonts/tabler-icons.woff?	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/tabler-icons/fonts/tabler-iconsd41d.woff	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:30	1764280/1764280	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221aebb8-5f766cb7da1a0%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/tabler-icons/fonts/tabler-icons.eot?	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/tabler-icons/fonts/tabler-iconsd41d.eot	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:31	56430/56430	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-dc6e%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ad.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ad.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:31	383/383	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-17f%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ae.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ae.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:31	90933/90933	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-16335%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/af.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/af.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:32	880/880	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-370%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ag.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ag.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:32	55314/55314	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-d812%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ai.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ai.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:32	4625/4625	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-1211%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/al.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/al.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:32	1764096/1764096	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2264198bac-1aeb00%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/tabler-icons/fonts/tabler-icons.ttf?v2.11.0	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/tabler-icons/fonts/tabler-icons2d35.ttf	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:33	283/283	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-11b%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/am.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/am.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:34	2223/2223	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-8af%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ao.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ao.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:34	1764280/1764280	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221aebb8-5f766cb7da1a0%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/tabler-icons/fonts/tabler-icons.eot?v2.11.0	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/tabler-icons/fonts/tabler-icons2d35.eot	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:34	4322/4322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-10e2%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/aq.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/aq.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:34	34325/34325	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-8615%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ar.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ar.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:36	11443/11443	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-2cb3%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/as.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/as.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:36	241/241	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-f1%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/at.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/at.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:36	1751/1751	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-6d7%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/au.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/au.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:36	14652/14652	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-393c%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/aw.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/aw.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:37	557/557	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-22d%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ax.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ax.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:37	545/545	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-221%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/az.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/az.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
08:55:37	1483/1483	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263eddc39-5cb%22	https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ba.svg	C:/laragon/www/template/modernize/demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/icons/flag-icon-css/flags/ba.svg	(from https://demos.adminmart.com/premium/bootstrap/modernize-bootstrap/package/dist/css/style.min.css)
